ISWIM,1966
ALGOL W,1966
JOSS,1966
Massachusetts General Hospital Utility Multi-Programming System,1966
BCPL,1966
Coral 66,1966
FORTRAN 66,1966
APL,1966
Hop,1967
Massachusetts General Hospital Utility Multi-Programming System,1967
Space Programming Language,1967
BCPL,1967
Interlisp,1967
Simula,1967
XPL,1967
PILOT,1968
