ALGOL 58,1958
Lisp,1958
FORTRAN III,1958
FORTRAN II,1958
ALGOL,1958
JOVIAL,1959
TRAC,1959
COBOL,1959
Lisp,1959
MAD,1959
FACT,1959
COBOL,1960
