Superplan,1951
ALGAE,1951
Intermediate Programming Language,1951
Regional Assembly Language,1951
Boehm unnamed coding system,1951
Klammerausdrücke,1951
OMNIBAC Symbolic Assembler,1951
Stanislaus,1951
Whirlwind assembler,1951
Rochester assembler,1951
Sort Merge Generator,1951
Editing Generator,1952
